05.06.98-exp-1	هی … اسباب‌بازی
05.06.98-exp-47	بلیت نمایش رقص ما . تو می‌آی ، مگه نه ؟
05.06.98-exp-470	من دیگه نمی‌خوام توی یه سوراخ زندگی کنم ، باعث می‌شه احساس فقیر بودن کنم .
05.06.98-exp-471	ما فقیر هستیم ولی شاد هستیم
05.06.98-exp-472	چه بخوای ، چه نخوای
05.06.98-exp-473	به‌هرحال منظره‌ی بالای زمین بهتره
05.06.98-exp-474	عزیزم ، من الآن هفت سال غیرروباهی دارم .
05.06.98-exp-475	پدرم در هفت‌ونیم سالگی مرد
05.06.98-exp-476	من دیگه نمی‌خوام توی یه سوراخ زندگی کنم
05.06.98-exp-477	می‌خوام در این مورد یه کاری انجام بدم
05.06.98-exp-478	خب ، من رفتم
05.06.98-exp-479	روز خوبی داشته باشی ، عزیزم
05.06.98-exp-48	البته ، البته
05.06.98-exp-480	می‌دونی ؟ روباه‌ها به یه دلیلی توی سوراخ زندگی می‌کنن
05.06.98-exp-481	آره ، می‌دونم
05.06.98-exp-482	چی پوشیدی ؟
05.06.98-exp-483	یه شنل با شلوارت که کردی توی جوراب ؟
05.06.98-exp-484	فکر می‌کنم اون فقط متفاوته
05.06.98-exp-485	بله ، همین‌جاست . این همون درخته .
05.06.98-exp-486	بیا این‌جا . بعداً بهت زنگ می‌زنم
05.06.98-exp-487	معلومه که از اولین درخت‌های این‌جاست
05.06.98-exp-488	کف خاکی ، پوست خوب ، شومینه سنگی … همین‌طور که می‌بینی
05.06.98-exp-489	بهت چی گفته بودم ؟ دارم این‌جا رو به مشتری نشون می‌دم
05.06.98-exp-49	اون‌قدر نشستم که پام خواب رفته
05.06.98-exp-490	تو قرار نبود الآن این‌جا باشی . ساعت چنده ؟ معذرت می‌خوام .
05.06.98-exp-491	اون طبقه‌ی بالای شماست . اون یه کم …
05.06.98-exp-492	توی سطلت چیه ، آقای کایلی ؟
05.06.98-exp-493	یه ماهیه . می‌خوای ؟ حتماً ، متشکرم .
05.06.98-exp-494	این که یه درخت همیشه‌سبز نیست . هست ؟
05.06.98-exp-495	یه درخت کاج این‌طرف رودخانه نداری ؟
05.06.98-exp-496	اما قیمت درخت‌های کاج یه کم از پولی که شما دارین ، بیش‌تره
05.06.98-exp-497	می‌تونم ازتون بپرسم درآمد شما از کجاست ؟
05.06.98-exp-498	قبلاً پرنده می‌دزدیم ولی حالا روزنامه‌نگارم
05.06.98-exp-499	بله ، من مقاله‌ی شما رو دیدم
05.06.98-exp-5	جری و استوارت
05.06.98-exp-50	قول می‌دی ؟
05.06.98-exp-500	دارین می‌رین ؟
05.06.98-exp-501	بابت ماهی ممنونم ، عالی بود .
05.06.98-exp-502	این درخت رو نخر
05.06.98-exp-504	اون‌جا خطرناک‌ترین محل این اطرافه برای گونه‌ی جانوری تو
05.06.98-exp-505	داری اغراق می‌کنی ، گورکن !
05.06.98-exp-506	دارم ظاهرش رو درست می‌کنم . دارم درباره‌ی بوگیس ، بونس و بین حرف می‌زنم .
05.06.98-exp-507	سه تا از پست‌ترین ، بدجنس‌ترین و زشت‌ترین ، کشاورزهای تاریخ این دره
05.06.98-exp-508	واقعاً ؟ درباره‌ی اون‌ها بهم بگو
05.06.98-exp-509	بسیار خب
05.06.98-exp-51	آره ، قول می‌دم
05.06.98-exp-510	والت بوگیس ، کشاورزیه که مرغ پرورش می‌ده
05.06.98-exp-511	احتمالاً موفق‌ترین در تمام دنیا
05.06.98-exp-512	اون هم‌وزن یه کرگدن جوانه
05.06.98-exp-515	نایت بونس ، کشاورزیه که اردک و غاز پرورش می‌ده
05.06.98-exp-516	اون تقریباً هم‌اندازه‌ی یه کوتوله‌ی شکم‌گنده‌ست
05.06.98-exp-517	چانه‌اش در قسمت کم‌عمق تمام استخرهای جهان پایین‌تر از سطح آب قرار می‌گیره
05.06.98-exp-518	غذایش ، دونات خانگی است
05.06.98-exp-519	با جگر غاز خردشده پرش می‌کنه
05.06.98-exp-52	اولین مشتری‌مون مردیه به اسم وکتور
05.06.98-exp-520	فرانک بین ، کشاورزیه که بوقلون و سیب پرورش می‌ده
05.06.98-exp-521	اون یه گونه‌ی خاص از هر دو رو اختراع کرده
05.06.98-exp-522	اون با یه رژیم از قوی‌ترین شراب سیب زندگی می‌کنه که از سیب‌های خودش می‌سازه
05.06.98-exp-523	اون به لاغری یه مداده و خیلی زرنگه
05.06.98-exp-524	احتمالاً ترس‌ناک‌ترین آدم زنده‌ی دنیاست
05.06.98-exp-525	بچه‌های انسان‌های محلی یه جور آهنگ ترس‌ناک درباره‌ی اون ساختن
05.06.98-exp-526	حالا اینو گوش کن
05.06.98-exp-527	یکی چاق ، یکی کوتاه ، یکی لاغر
05.06.98-exp-528	این آدم‌های وحشت‌ناک ، قیافه‌شون خیلی متفاوته
05.06.98-exp-529	با این وجود همه‌شون به یه اندازه بدجنس
05.06.98-exp-53	« اما اون که اسمش ، با حرف » « و » « شروع می‌شه ! »
05.06.98-exp-530	خلاصه بگم : فکر کنم نباید اون‌جا رو بخری
05.06.98-exp-531	همه‌ش همین
05.06.98-exp-532	می‌فهمم چی می‌گی و توصیه‌هات ارزش‌مندن
05.06.98-exp-533	اما می‌خوام توصیه‌هات رو بی‌خیال شم
05.06.98-exp-534	خیلی عوضی هستی
05.06.98-exp-535	من عوضی‌ام ؟!
05.06.98-exp-536	به من فحش می‌دی ؟ نه ! تو به من فحش می‌دی ؟
05.06.98-exp-537	به من فحش نده ، به خودت فحش بده .
05.06.98-exp-538	توی لعنتی به من فحش نمی‌دی . به من فحش نده .
05.06.98-exp-539	فقط درخت رو بخر . باشه ؟
05.06.98-exp-54	« می‌دونی ؟ ما باید با حرف » « آ » « شروع کنیم »
05.06.98-exp-540	اول سمت چپ و بعد سمت راست . بذارین‌شون زمین .
05.06.98-exp-541	فقط یه کم دیگه ، به اون یارو اون‌جا کمک کن
05.06.98-exp-542	با پاهاتون بلندش کنین ، نه با کمرتون ، یه طرفی بیارش
05.06.98-exp-543	سعی نکنین ادای سوپرمن رو این‌جا دربیارین
05.06.98-exp-544	بسیار خب ، ما دو تا محیط داریم
05.06.98-exp-545	یکیشو زرد و اون یکی رو سبز کنین
05.06.98-exp-546	باید از هم جداشون کنیم ، درست همون‌جا
05.06.98-exp-547	دو درصد باید بریم توتر
05.06.98-exp-548	خوبه ، بفرما . یه کم بیش‌تر
05.06.98-exp-549	فقط اون بخش پایینی رو دوباره بذارین
05.06.98-exp-55	« بعدش بریم سراغ حرف » « ب » « . بعدش … »
05.06.98-exp-550	بخش کناری رو بیارین ، مراقب باش
05.06.98-exp-551	مواظب باش پوست درخت کنده نشه
05.06.98-exp-552	اون سنش کمتره ولی لعنتی خیلی قدش بلندتره
05.06.98-exp-553	فکر کنم ژنتیکی باشه ، اش بدن کوتاه‌تری داره
05.06.98-exp-554	کارت خوب بود
05.06.98-exp-555	یادت باشه دمت رو خشک کنی
05.06.98-exp-556	می‌بینم که هنوز داری منظره‌ی توفانی با رعدوبرق می‌کشی
05.06.98-exp-557	هنوز هم احساس فقیر بودن می‌کنی ؟
05.06.98-exp-558	کمتر
05.06.98-exp-559	وای ! اونو ببین
05.06.98-exp-56	بله ! منم به کودکستان رفته‌م . الفبا رو از حفظ‌ام .
05.06.98-exp-560	اون بچه طبیعیه . زبونم بند اومده .
05.06.98-exp-561	تازه ، کاراته هم بلده .
05.06.98-exp-562	فکر می‌کنی من یه قهرمانم ؟
05.06.98-exp-563	چی داری می‌گی ؟ خب ، می‌دونی ؟ من فکر می‌کنم یه قهرمانم .
05.06.98-exp-564	بعضی وقت‌ها احساس می‌کنم شماها اینو متوجه نمی‌شین .
05.06.98-exp-565	این صدای چیه ؟ اون داره دعا می‌کنه ؟
05.06.98-exp-566	فکر کنم یوگاست
05.06.98-exp-567	قراره چه‌قدر پیش ما بمونه ؟
05.06.98-exp-568	تا زمانی که حال دایی‌ات بهتر بشه
05.06.98-exp-569	درسته ولی این چه‌قدر قراره طول بکشه ؟
05.06.98-exp-57	داشتم فکر می‌کردم که چه‌قدر خوب می‌شد اگه اول شیرینی‌های آقای وکتور رو می‌رسوندین
05.06.98-exp-570	سینه‌پهلوی هر دو تا طرفش خیلی مریضی جدی‌ای نیست . هست ؟
05.06.98-exp-571	آروم‌تر حرف بزن
05.06.98-exp-572	از چه نظر ؟ چی ؟ چرا ؟ یه روباه ؟
05.06.98-exp-573	چرا یه اسب یا سوسک یا عقاب نشدم ؟
05.06.98-exp-574	اینو می‌گم بیش‌تر از نظر هستی‌گرایی . می‌دونی ؟
05.06.98-exp-575	من کی‌ام و چه‌طور یه روباه می‌تونه خوش‌حال باشه ؟
05.06.98-exp-576	بابت این کلمات عذر می‌خوام ولی یه مرغ که به دندون گرفته باشه
05.06.98-exp-577	نمی‌دونم چی داری می‌گی ولی حرف‌هات به نظر غیرقانونی می‌آد
05.06.98-exp-578	این کلاه دزدها رو سرت بذار
05.06.98-exp-579	شاید سایزت متوسطه ، یه لحظه از سرت درش بیار
05.06.98-exp-58	تقریباً تموم شد .
05.06.98-exp-580	اطراف خونه اونو سرت نذار
05.06.98-exp-581	به این ترتیب شروع شد
05.06.98-exp-582	اشکال نداره تشکم رو یه کم این‌طرف‌تر از قطار اسباب‌بازی‌ات پهن کنم ؟
05.06.98-exp-583	خوابیدن توی این جای تنگ سخته
05.06.98-exp-584	نظرهای متفاوتی این‌جا وجود داره
05.06.98-exp-585	بذار یکیشو بهت بگم . نه ، فقط موضوع ستون فقراتمه .
05.06.98-exp-586	هرجا که دوست داری بخواب . بیا ، تخت منو بگیر
05.06.98-exp-587	من فقط … می‌خزم زیر کتاب‌خونه
05.06.98-exp-588	کی اهمیت می‌ده اگه توی گوشم خرده چوب بره ؟
05.06.98-exp-589	اشکال نداره ، می‌خوای لب و لوچ‌هات رو آویزون کنی ؟
05.06.98-exp-59	همه‌ش همینه
05.06.98-exp-590	چون به این‌جام رسیده با این مهمون‌نوازی ناراحت‌کننده
05.06.98-exp-591	عادت داشتم کارم رو حرفه‌ای انجام بدم و همیشه موفق بودم
05.06.98-exp-592	به‌خاطر دلایل شخصی مجبور شدم این کارو کنار بذارم
05.06.98-exp-593	من تصمیم گرفتم که یواشکی آخرین دزدی بزرگم رو انجام بدم
05.06.98-exp-594	من تو رو به‌عنوان محرم اسرار و دست‌یار شخصی‌ام هم‌راهم آوردم
05.06.98-exp-595	این یه کار خیلی بزرگه . فقط نگو : بسیار خب
05.06.98-exp-596	بسیار خب ، ممنونم ازت . باید اینو برای آرشیو شخصی‌ام ضبط کنم .
05.06.98-exp-597	پس سروصدا نکن
05.06.98-exp-598	منظورم اینه که اونو تکون نده
05.06.98-exp-599	نقشه‌ی اصلی . فاز اول ، سمت آ
05.06.98-exp-6	مراقب این بچه‌ها باشین و از من دور نگه‌شون دارین
05.06.98-exp-60	دخترها . به دژ وکتور خوش آمدین
05.06.98-exp-601	برقراری امنیت اون‌جا به‌عهده‌ی چندتا سگ تازی پیر و یه دیوار سنگی کوتاهه
05.06.98-exp-602	حالا یه نکته درباره‌ی اون سگ‌های تازی
05.06.98-exp-603	هیچ‌وقت مستقیم به چشم‌های یه سگ تازی نگاه نکن
05.06.98-exp-604	چرا ؟ … و اگه …
05.06.98-exp-605	سگ‌ها این‌قدر هم خشن نیستن
05.06.98-exp-606	اول از همه ، یکی از اون سگ‌ها بیماری هاری داره
05.06.98-exp-607	که اون داره درمانش می‌کنه و اگه اون سگ تو رو گاز بگیره
05.06.98-exp-609	و دوم : گوش کن ! من نمی‌خوام خودم رو توجیه کنم
05.06.98-exp-61	کلوچه‌هام رو آوردین ؟
05.06.98-exp-610	فقط خوب توجه کن و حرف منو قطع نکن
05.06.98-exp-611	دارم ضبط می‌کنم
05.06.98-exp-613	که برای بی‌هوش کردن یه گوریل هم کافیه
05.06.98-exp-614	چه‌طور می‌خوای مجبورشون کنی که اون‌ها رو بخورن ؟ سگ‌ها عاشق زغال‌اخته‌ان
05.06.98-exp-615	یادت باشه ، اون‌ها خیلی باهوش نیستن ولی به شدت توهم دارن
05.06.98-exp-616	پس همیشه یه مرغ رو با اولین گاز گرفتن بکش
05.06.98-exp-617	فقط یه گاز ، فهمیدی ؟
05.06.98-exp-618	داری گوش می‌دی ؟ من به چشمات نگاه کردم و نمی‌دونم که می‌فهمی چی می‌گم یا نه
05.06.98-exp-619	منیزیوم
05.06.98-exp-620	پتاسیم ، داری به چی نگاه می‌کنی ؟
05.06.98-exp-621	چرا پسردایی‌ات مثل یه ساندویچ خیسه ؟
05.06.98-exp-622	ملتفت نشدم ؟ منظورت چیه ؟
05.06.98-exp-623	یعنی نفهمیدم که چی گفتی
05.06.98-exp-624	« یه » « ساندویچ خیس » « ؟ آره ، یه ساندویچ خیس »
05.06.98-exp-625	اون خیلی قدکوتاهه . مثل دخترها لباس می‌پوشه
05.06.98-exp-626	اون متفاوته
05.06.98-exp-627	تو قلدری ؟ چون داری مثل قلدرها حرف می‌زنی
05.06.98-exp-628	همین الآن همه‌ی آزمایش‌مون رو خراب کردی
05.06.98-exp-629	بهتره این منیزیوم رو خاموش کنیم
05.06.98-exp-63	دقیقاً ای کاش یکی دیگه این‌قدر کلوچه سفارش داده بود
05.06.98-exp-630	برو عقب
05.06.98-exp-631	از گوش‌هات خوشم می‌آد . گوش‌های من ؟
05.06.98-exp-632	مرسی ! منم از خال‌هات خوشم می‌آد .
